,Emotion,Path
207,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-04-02-02-02-04.wav
208,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-01-01-04.wav
209,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-01-02-04.wav
210,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-02-01-04.wav
211,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-01-02-02-04.wav
212,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-01-01-04.wav
213,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-01-02-04.wav
214,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-02-01-04.wav
215,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-05-02-02-02-04.wav
216,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-01-01-04.wav
217,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-01-02-04.wav
218,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-02-01-04.wav
219,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-01-02-02-04.wav
220,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-01-01-04.wav
221,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-01-02-04.wav
222,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-02-01-04.wav
223,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-06-02-02-02-04.wav
224,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-01-01-04.wav
225,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-01-02-04.wav
226,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-02-01-04.wav
227,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-01-02-02-04.wav
228,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-01-01-04.wav
229,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-01-02-04.wav
230,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-02-01-04.wav
231,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-07-02-02-02-04.wav
232,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-01-01-04.wav
233,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-01-02-04.wav
234,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-02-01-04.wav
235,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-01-02-02-04.wav
236,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-01-01-04.wav
237,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-01-02-04.wav
238,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-02-01-04.wav
239,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_04\03-01-08-02-02-02-04.wav
240,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-01-01-05.wav
241,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-01-02-05.wav
242,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-02-01-05.wav
243,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-01-01-02-02-05.wav
244,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-01-01-05.wav
245,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-01-02-05.wav
246,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-02-01-05.wav
247,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-01-02-02-05.wav
248,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-01-01-05.wav
249,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-01-02-05.wav
250,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-02-01-05.wav
251,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-02-02-02-02-05.wav
252,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-01-01-05.wav
253,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-01-02-05.wav
254,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-02-01-05.wav
255,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-01-02-02-05.wav
256,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-01-01-05.wav
257,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-01-02-05.wav
258,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-02-01-05.wav
259,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-03-02-02-02-05.wav
260,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-01-01-05.wav
261,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-01-02-05.wav
262,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-02-01-05.wav
263,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-01-02-02-05.wav
264,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-01-01-05.wav
265,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-01-02-05.wav
266,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-02-01-05.wav
267,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-04-02-02-02-05.wav
268,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-01-01-05.wav
269,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-01-02-05.wav
270,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-02-01-05.wav
271,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-01-02-02-05.wav
272,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-01-01-05.wav
273,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-01-02-05.wav
274,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-02-01-05.wav
275,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-05-02-02-02-05.wav
276,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-01-01-05.wav
277,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-01-02-05.wav
278,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-02-01-05.wav
279,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-01-02-02-05.wav
280,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-01-01-05.wav
281,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-01-02-05.wav
282,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-02-01-05.wav
283,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-06-02-02-02-05.wav
284,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-01-01-05.wav
285,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-01-02-05.wav
286,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-02-01-05.wav
287,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-01-02-02-05.wav
288,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-01-01-05.wav
289,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-01-02-05.wav
290,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-02-01-05.wav
291,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-07-02-02-02-05.wav
292,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-01-01-05.wav
293,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-01-02-05.wav
294,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-02-01-05.wav
295,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-01-02-02-05.wav
296,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-01-01-05.wav
297,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-01-02-05.wav
298,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-02-01-05.wav
299,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_05\03-01-08-02-02-02-05.wav
300,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-01-01-06.wav
301,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-01-02-06.wav
302,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-02-01-06.wav
303,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-01-01-02-02-06.wav
304,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-01-01-06.wav
305,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-01-02-06.wav
306,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-02-01-06.wav
307,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-01-02-02-06.wav
308,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-01-01-06.wav
309,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-01-02-06.wav
310,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-02-01-06.wav
311,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-02-02-02-02-06.wav
312,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-01-01-06.wav
313,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-01-02-06.wav
314,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-02-01-06.wav
315,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-01-02-02-06.wav
316,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-01-01-06.wav
317,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-01-02-06.wav
318,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-02-01-06.wav
319,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-03-02-02-02-06.wav
320,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-01-01-06.wav
321,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-01-02-06.wav
322,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-02-01-06.wav
323,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-01-02-02-06.wav
324,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-01-01-06.wav
325,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-01-02-06.wav
326,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-02-01-06.wav
327,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-04-02-02-02-06.wav
328,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-01-01-06.wav
329,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-01-02-06.wav
330,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-02-01-06.wav
331,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-01-02-02-06.wav
332,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-01-01-06.wav
333,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-01-02-06.wav
334,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-02-01-06.wav
335,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-05-02-02-02-06.wav
336,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-01-01-06.wav
337,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-01-02-06.wav
338,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-02-01-06.wav
339,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-01-02-02-06.wav
340,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-01-01-06.wav
341,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-01-02-06.wav
342,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-02-01-06.wav
343,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-06-02-02-02-06.wav
344,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-01-01-06.wav
345,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-01-02-06.wav
346,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-02-01-06.wav
347,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-01-02-02-06.wav
348,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-01-01-06.wav
349,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-01-02-06.wav
350,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-02-01-06.wav
351,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-07-02-02-02-06.wav
352,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-01-01-06.wav
353,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-01-02-06.wav
354,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-02-01-06.wav
355,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-01-02-02-06.wav
356,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-01-01-06.wav
357,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-01-02-06.wav
358,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-02-01-06.wav
359,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_06\03-01-08-02-02-02-06.wav
360,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-01-01-07.wav
361,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-01-02-07.wav
362,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-02-01-07.wav
363,neutral,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-01-01-02-02-07.wav
364,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-01-01-07.wav
365,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-01-02-07.wav
366,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-02-01-07.wav
367,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-01-02-02-07.wav
368,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-01-01-07.wav
369,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-01-02-07.wav
370,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-02-01-07.wav
371,calm,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-02-02-02-02-07.wav
372,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-01-01-07.wav
373,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-01-02-07.wav
374,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-02-01-07.wav
375,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-01-02-02-07.wav
376,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-01-01-07.wav
377,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-01-02-07.wav
378,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-02-01-07.wav
379,happy,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-03-02-02-02-07.wav
380,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-01-01-07.wav
381,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-01-02-07.wav
382,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-02-01-07.wav
383,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-01-02-02-07.wav
384,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-01-01-07.wav
385,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-01-02-07.wav
386,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-02-01-07.wav
387,sad,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-02-02-07.wav
388,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-01-01-07.wav
389,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-01-02-07.wav
390,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-02-01-07.wav
391,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-02-02-07.wav
392,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-01-01-07.wav
393,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-01-02-07.wav
394,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-02-01-07.wav
395,angry,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-02-02-07.wav
396,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-01-01-07.wav
397,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-01-02-07.wav
398,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-02-01-07.wav
399,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-02-02-07.wav
400,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-01-01-07.wav
401,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-01-02-07.wav
402,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-02-01-07.wav
403,fearful,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-02-02-07.wav
404,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-01-01-07.wav
405,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-01-02-07.wav
406,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-02-01-07.wav
407,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-02-02-07.wav
408,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-01-01-07.wav
409,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-01-02-07.wav
410,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-02-01-07.wav
411,disgust,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-02-02-07.wav
412,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-01-01-07.wav
413,surprised,f:\TECHNO\3rd_Sem\ML_project\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-01-02-07.wav
